,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
24,0,0.9999999,28,0,1716.0,,4,0,1,0,0.0
25,0,0.028541139,44,0,5088.0,,21,0,2,0,2.0
26,0,0.514848515,34,0,0.371279255,4400.0,4,0,1,0,3.0
27,0,0.544658214,32,0,408.0,,1,0,0,0,0.0
28,0,0.042289717,46,0,4.541391722,3333.0,15,0,8,0,2.0
29,0,0.479899327,41,1,0.209902867,8441.0,6,0,3,0,0.0
30,0,0.03721824,66,0,1.044145873,2083.0,10,0,2,0,0.0
31,0,0.9999999,26,0,0.091387476,5700.0,4,0,0,0,2.0
32,0,0.033804158,24,0,78.0,,3,0,0,0,0.0
33,0,0.028999597,65,0,1934.0,,12,0,1,0,0.0
34,0,0.0,38,0,1845.0,,12,0,1,0,2.0
35,0,0.008037008,70,0,0.272202999,2600.0,6,0,1,0,0.0
36,0,0.9999999,42,0,1.197086547,2333.0,2,0,1,0,1.0
37,1,0.886037827,42,4,0.952783789,5082.0,7,0,1,1,3.0
38,0,0.254116392,39,0,4759.0,,9,0,1,0,0.0
39,0,0.9999999,64,0,0.157803718,2312.0,5,0,0,0,0.0
40,0,0.490657176,51,0,0.643726046,6000.0,11,0,2,0,2.0
41,0,0.9999999,32,0,0.0,4100.0,0,0,0,0,1.0
42,0,0.026167982,62,0,0.04787672,8500.0,8,0,1,0,2.0
43,0,0.286078159,42,0,0.402999286,4200.0,10,0,1,0,1.0
44,0,0.034726641,40,0,0.272606088,4500.0,4,0,1,0,3.0
45,0,0.56494634,60,2,0.366133729,18200.0,15,0,2,1,2.0
46,0,0.834048027,38,0,0.393662026,13000.0,13,0,2,0,2.0
47,0,0.366445161,80,1,0.234226448,4627.0,11,0,1,0,0.0
48,0,0.022818841,79,0,0.010179967,5500.0,9,0,0,0,0.0
49,0,0.04569887,79,0,0.25295784,6000.0,7,0,1,0,0.0
50,0,0.116754092,42,0,0.343326643,7971.0,14,0,2,0,3.0
51,0,0.800016128,64,1,0.354296122,9333.0,15,0,2,0,0.0
52,0,0.006592737,69,0,0.003237787,10500.0,20,0,0,0,0.0
53,0,0.181645826,59,0,0.240810979,14500.0,23,0,1,0,0.0
54,0,0.0,48,0,0.21228319,9166.0,6,0,1,0,3.0
55,1,0.508839354,52,0,0.096359743,1400.0,3,0,0,0,0.0
56,0,0.114548612,45,0,0.026949814,10500.0,12,0,0,0,0.0
57,0,0.661035445,61,0,0.370662934,10000.0,17,0,2,0,1.0
58,0,0.431761065,40,0,0.618761931,11000.0,8,0,3,0,2.0
59,0,0.008776216,64,0,0.341296027,7576.0,27,0,1,0,0.0
60,0,0.434874134,29,0,0.689040208,3083.0,5,0,1,0,0.0
61,0,0.9999999,37,0,0.0,2000.0,2,0,0,0,0.0
62,0,0.007624523,84,0,3.0,,3,0,0,0,
63,1,0.807172946,55,5,0.332384699,11946.0,14,0,3,0,1.0
64,1,0.971434849,44,7,0.797264682,8700.0,16,0,1,2,0.0
65,0,0.271545486,63,0,0.412264623,6000.0,9,0,1,0,0.0
66,0,0.9999999,37,1,0.067434768,2950.0,3,2,0,0,3.0
67,0,0.11167286,46,0,1.329588015,800.0,8,0,1,0,2.0
68,0,0.072782449,53,0,0.289661899,3075.0,3,0,1,0,0.0
69,1,0.23977376,33,0,0.153938425,2500.0,4,0,0,0,0.0
70,0,0.068907003,29,0,0.783160323,2600.0,9,0,2,0,0.0
71,0,0.073548215,61,0,0.18648668,14000.0,7,0,1,0,2.0
72,0,0.080948741,69,0,0.21024735,5093.0,8,0,1,0,0.0
73,0,0.94000606,77,1,2715.0,,7,0,1,0,0.0
74,0,0.9999999,60,1,42.0,,1,0,0,0,
75,0,0.062162045,62,0,0.16576656,9072.0,9,0,1,0,2.0
76,0,0.071054298,74,0,0.284895347,7500.0,7,0,1,0,1.0
77,0,0.0,48,0,1328.0,,3,0,2,0,0.0
78,0,0.9999999,59,0,1046.0,0.0,2,6,2,0,2.0
79,0,0.350004878,51,1,0.381490921,18833.0,10,0,3,0,0.0
80,0,0.999536259,43,0,0.884215735,8083.0,10,0,2,1,3.0
81,0,0.00781901,77,0,0.006331223,3000.0,9,0,0,0,1.0
82,0,0.0,38,0,0.091127314,44574.0,7,0,1,0,3.0
83,0,0.355345786,35,0,0.274725275,2911.0,4,0,0,0,1.0
84,1,0.9999999,41,1,0.055322129,8567.0,2,1,0,1,3.0
85,0,0.155667824,26,1,0.148118916,3800.0,6,0,0,0,0.0
86,0,0.283826295,70,0,0.368009428,9333.0,9,0,2,0,0.0
87,0,0.822301351,44,0,0.852977926,2400.0,5,0,1,0,0.0
88,0,0.681451509,60,0,0.187431574,13700.0,12,0,1,0,1.0
89,0,0.084307438,34,0,0.364263574,10000.0,8,0,2,0,2.0
90,1,0.235062839,47,1,0.382231405,6291.0,5,0,1,0,3.0
91,0,0.371838847,64,0,0.153925266,2916.0,3,0,0,0,0.0
92,0,0.061253199,70,0,128.0,,5,0,0,0,
93,0,0.9999999,41,0,0.206913792,14000.0,7,0,1,0,2.0
94,0,0.011566878,69,0,0.058857078,8766.0,11,0,2,0,0.0
95,0,0.0,52,0,1894.0,,7,0,2,0,0.0
96,0,0.099161178,57,1,0.368764101,15955.0,12,0,2,0,1.0
97,0,0.054348641,66,0,0.024065161,2700.0,2,0,0,0,0.0
98,0,0.034491246,49,0,1369.0,,7,0,1,0,0.0
99,0,0.03306278,74,0,0.227554489,5000.0,11,0,1,0,1.0
100,0,0.016298587,79,0,0.23059916,4522.0,8,0,1,0,0.0
101,0,0.386110231,58,0,1655.0,,6,0,0,0,0.0
102,0,0.529762147,83,0,3172.0,,11,0,2,0,0.0
103,0,0.026599782,61,0,0.109657249,8635.0,4,0,0,0,0.0
104,0,0.311485842,44,0,0.266636941,8970.0,5,0,2,0,3.0
105,0,0.004068027,59,0,0.196650459,11105.0,15,0,1,0,0.0
106,0,0.003682973,95,0,14.0,,12,0,0,0,
107,0,0.04047241,59,0,1572.0,,7,0,1,0,3.0
108,0,0.00239905,63,1,0.256857169,10900.0,19,0,2,0,3.0
109,0,0.851092385,46,0,0.136916747,11422.0,5,0,0,0,3.0
110,0,0.50989802,30,0,0.077922078,1000.0,1,0,0,0,0.0
111,1,0.163346614,39,0,0.217797034,6000.0,4,0,0,0,3.0
112,0,0.543009147,57,0,0.582279616,11150.0,17,0,4,0,0.0
113,1,0.946107784,55,0,0.846846847,4217.0,23,0,1,0,0.0
114,0,0.010341262,65,0,414.0,,10,0,1,0,0.0
115,0,0.073720566,76,0,0.202265911,3000.0,12,0,1,0,0.0
116,1,0.95068234,27,1,0.163586792,3300.0,10,0,0,0,2.0
117,0,0.203633862,64,0,0.377243223,5237.0,9,0,1,1,0.0
118,0,0.018162199,65,0,1900.0,,8,0,1,0,
119,0,0.9999999,21,98,0.0,0.0,0,98,0,98,0.0
120,0,0.326985801,62,0,0.355293514,3900.0,11,0,2,0,0.0
121,0,0.0,52,0,0.252197431,8873.0,7,0,1,0,0.0
122,0,0.466550669,44,0,0.22975225,9000.0,5,0,0,0,0.0
123,0,0.0,57,0,0.019025349,18816.0,3,0,0,0,0.0
124,0,0.007582701,94,0,2.0,,1,0,0,0,0.0
125,0,0.006999563,97,0,3.0,,2,0,0,0,
126,0,0.042065668,60,0,0.333444426,6000.0,5,0,1,0,0.0
127,0,0.16202167,59,0,0.1002999,3000.0,12,0,0,0,0.0
128,0,0.471919531,65,0,0.557207327,11300.0,12,0,2,0,1.0
129,0,0.580627842,74,0,0.454590902,6000.0,10,0,1,0,0.0
130,0,0.098779403,41,2,0.117085092,4500.0,6,0,0,0,2.0
131,0,0.022842689,86,0,0.00679864,5000.0,6,0,0,0,0.0
132,0,0.001934236,54,0,511.0,,4,0,1,0,0.0
133,0,0.72117101,47,2,0.066796368,3083.0,2,1,0,0,1.0
134,0,0.006905371,76,0,0.136931534,2000.0,3,0,0,0,0.0
135,0,1.008907471,49,0,0.154613774,16233.0,7,0,1,0,3.0
136,0,0.096061221,80,0,0.11132255,1050.0,9,0,0,0,0.0
137,0,0.13288467,63,1,0.271360416,6916.0,6,0,2,0,0.0
138,0,0.028526985,58,0,0.249220417,12185.0,11,0,2,0,1.0
139,0,0.616368286,50,0,0.357859532,2989.0,4,0,0,0,0.0
140,0,0.043792097,77,0,0.360808709,4500.0,6,0,2,0,0.0
141,0,0.9999999,39,3,1.535027898,1612.0,1,0,1,1,3.0
142,0,0.401298318,58,1,0.375,8167.0,6,0,1,0,5.0
143,0,0.048368017,63,0,0.288368492,5166.0,13,0,1,0,0.0
144,0,0.269921772,66,0,0.326945509,6000.0,7,0,2,0,0.0
145,0,0.263378429,51,0,0.587448085,6500.0,12,0,1,0,0.0
146,0,0.517424615,47,0,0.629422719,2684.0,9,0,1,0,0.0
147,0,0.038852315,42,0,0.332789914,9200.0,13,0,1,0,3.0
148,1,1.010663112,36,5,0.314035818,2400.0,5,2,0,1,2.0
149,0,0.189345996,46,0,0.526891807,6395.0,15,0,2,0,0.0
150,0,0.565297647,26,2,1.078431373,764.0,6,0,0,1,0.0
151,0,0.021409246,87,0,5.0,,1,0,0,0,
152,0,0.095308556,66,1,0.664487347,13000.0,10,0,2,0,1.0
153,0,0.958809908,65,0,0.683172656,2281.0,11,0,2,0,0.0
154,0,0.134447528,69,0,0.376627827,2917.0,7,0,1,0,0.0
155,0,0.9999999,45,0,1253.0,,5,0,1,0,2.0
156,0,0.193852042,62,0,0.330117523,5700.0,13,0,1,0,0.0
157,0,0.949468351,39,0,0.180447548,6300.0,2,0,0,0,2.0
158,0,0.979006998,40,2,0.764363031,1200.0,5,4,0,1,0.0
159,0,0.172709756,63,0,0.532901628,10500.0,20,0,3,0,0.0
160,0,0.039944866,52,0,1275.0,,3,0,1,0,0.0
161,0,0.05918166,42,0,0.180158247,11500.0,5,0,2,0,4.0
162,0,0.025635846,42,0,2347.0,,6,0,1,0,0.0
163,0,1.062146893,67,3,0.917355372,6533.0,9,0,0,0,0.0
164,0,0.536852219,74,0,0.507607777,2365.0,6,0,0,0,0.0
165,0,0.794220578,69,0,0.737511353,1100.0,8,0,0,0,0.0
166,0,0.015850635,63,0,0.015005359,1865.0,5,0,0,0,0.0
167,0,0.733914381,33,0,0.158975542,4333.0,7,1,0,0,1.0
168,0,0.0,63,0,0.369441816,8455.0,6,0,2,0,0.0
169,0,0.547764361,46,0,0.725792631,3500.0,10,0,1,0,2.0
170,0,0.202797203,24,0,0.006928406,865.0,2,0,0,0,0.0
171,0,0.0,39,0,0.215432785,9900.0,8,0,2,0,3.0
172,0,0.183491786,63,0,0.977995837,3362.0,18,0,1,0,0.0
173,0,0.09660391,43,0,0.393814158,7500.0,14,0,1,0,3.0
174,0,0.0,62,0,0.30441793,3100.0,9,0,0,0,0.0
175,0,0.008553142,45,0,0.312703926,9500.0,9,0,1,0,0.0
176,0,0.000544297,62,2,0.287175325,6159.0,20,0,2,0,0.0
177,0,0.028240624,72,0,0.346695755,11000.0,12,0,1,0,1.0
178,1,0.87445022,43,0,0.337666048,7000.0,6,0,1,0,0.0
179,0,0.210658023,63,0,0.575480211,7756.0,6,0,2,0,3.0
180,0,0.258741259,25,0,0.0030606,4900.0,3,0,0,0,0.0
181,0,0.127938547,46,0,0.179682032,10000.0,6,0,2,0,3.0
182,0,0.073816173,62,0,816.0,,16,0,0,0,0.0
183,0,0.0,26,0,0.0019995,4000.0,1,0,0,0,0.0
184,1,0.964688364,46,3,0.354445635,7467.0,6,2,1,0,0.0
185,0,0.162875999,65,0,0.618487071,5181.0,10,0,1,0,0.0
186,0,0.847472151,69,0,0.455298993,1688.0,3,1,1,0,0.0
187,0,0.9999999,31,2,0.07417103,4583.0,4,2,0,0,1.0
188,0,0.679741578,28,0,0.132823979,3402.0,3,0,0,0,0.0
189,0,0.13899358,30,0,0.29864178,12000.0,7,0,2,0,4.0
190,0,0.46655607,59,2,0.097769029,10667.0,7,1,1,0,2.0
191,0,0.256663815,59,0,0.289872436,14188.0,9,0,2,0,0.0
192,0,0.515397667,75,0,1.653763441,1859.0,9,0,2,0,0.0
193,0,0.088696944,52,0,0.096390361,10000.0,5,0,0,0,3.0
194,1,0.851293445,34,2,0.434964769,5250.0,9,1,2,0,0.0
195,0,0.015809431,57,0,0.976604679,1666.0,15,0,1,0,0.0
196,0,0.0,43,0,0.495975201,20000.0,16,0,5,0,0.0
197,1,0.017319231,50,0,0.771871355,6000.0,14,0,4,0,1.0
198,0,0.30569961,41,0,0.389845244,5750.0,15,0,1,0,1.0
199,0,0.343803306,27,0,0.178486435,2100.0,3,0,0,0,0.0
200,0,0.852660579,50,0,0.347466391,2900.0,13,0,0,0,0.0
201,0,0.00059647,37,0,601.0,,5,0,0,0,0.0
202,0,0.535142193,57,0,0.381702514,3300.0,10,0,0,0,0.0
203,0,1.010475082,45,0,0.580322654,4400.0,16,0,3,0,3.0
204,0,0.050814547,69,0,0.017107309,4500.0,5,0,0,0,0.0
205,0,0.04919877,85,0,0.009075527,6500.0,3,0,0,0,0.0
206,0,0.976011994,24,0,0.027756059,2557.0,3,0,0,0,0.0
207,0,0.0,67,0,685.0,,9,0,1,0,
208,0,0.114525698,63,0,0.588332157,4250.0,10,0,2,0,0.0
209,0,0.012455368,68,0,0.006304657,4916.0,9,0,0,0,1.0
210,0,0.03833451,56,0,0.438912218,5000.0,7,0,2,0,0.0
211,0,0.114444164,35,0,0.736474695,6875.0,5,0,1,0,0.0
212,1,1.053814311,61,3,0.48290804,6230.0,12,2,2,1,0.0
213,0,0.014333546,45,0,622.0,0.0,15,0,0,0,0.0
214,0,0.723104457,38,0,1.881412392,1500.0,6,0,1,0,1.0
215,1,0.003037997,40,1,0.370525637,3100.0,15,0,1,1,0.0
216,0,0.954393966,28,1,0.048044069,14340.0,3,1,0,0,0.0
217,0,0.229786374,53,0,1805.0,,4,0,1,0,
218,0,0.373154281,42,0,0.540992547,5500.0,21,0,1,0,1.0
219,1,0.9999999,42,1,0.571473207,6400.0,4,0,2,0,2.0
220,0,0.956204158,70,0,1.095580022,6266.0,18,0,2,0,0.0
221,0,0.488656994,58,0,0.98980592,5100.0,20,0,3,0,0.0
222,0,0.182081792,41,0,1.226547607,9966.0,9,0,4,0,2.0
223,0,0.040702196,78,0,0.00202084,15834.0,7,0,0,0,0.0
224,0,0.0,57,0,0.073601361,4700.0,1,0,0,0,2.0
225,0,0.688312081,51,0,0.341639044,8748.0,21,0,2,0,0.0
226,0,0.000696194,86,0,0.351432378,3001.0,14,0,1,0,0.0
227,0,0.310745327,46,0,0.279453795,3148.0,7,0,0,0,1.0
228,0,0.9999999,33,0,0.050351722,2700.0,1,1,0,0,2.0
229,0,0.124567234,46,0,0.43536451,6350.0,9,0,2,0,4.0
230,0,0.002275653,69,0,0.24115177,3333.0,12,0,0,0,1.0
231,0,0.029485257,38,0,0.289311281,4050.0,6,0,1,0,0.0
232,0,0.0,40,0,0.253596542,15500.0,7,0,2,0,2.0
233,0,0.163216448,53,3,4.465735487,2290.0,5,1,0,0,1.0
234,0,0.0,35,0,0.158306949,6000.0,11,0,0,0,3.0
235,0,0.05778174,54,0,0.505247376,2000.0,9,0,1,0,0.0
236,0,0.04793358,45,0,0.251716552,15000.0,6,0,1,0,3.0
237,0,0.249166799,53,0,289.0,,3,1,0,0,0.0
238,1,1.563020544,61,3,0.219760831,5100.0,7,3,0,4,0.0
239,0,0.495860279,41,0,0.587319452,5330.0,14,0,2,0,2.0
240,0,1.006159507,43,2,0.389948007,7500.0,6,0,1,0,0.0
241,0,0.860583216,59,0,0.660297712,4500.0,7,0,2,0,1.0
242,0,0.182279444,57,0,0.538820393,3000.0,6,0,1,0,0.0
243,0,0.050802925,74,0,0.005395463,16309.0,6,0,0,0,0.0
244,0,0.012499688,80,0,0.002307337,6500.0,5,0,0,0,0.0
245,0,0.321622947,51,1,0.931837791,1158.0,11,0,1,0,0.0
246,0,0.508654576,50,0,4044.0,,7,0,2,0,1.0
247,0,1.012931609,61,0,0.056992876,8000.0,2,1,0,0,1.0
248,1,0.640058527,39,0,0.055984556,9841.0,9,0,0,0,2.0
249,0,0.787925655,40,0,1.200095359,6291.0,9,0,2,0,1.0
250,0,0.376196108,37,0,104.0,,5,0,0,0,0.0
251,1,0.800796813,41,0,104.0,0.0,3,0,0,0,3.0
252,0,0.008982833,41,0,2.058941059,1000.0,8,0,2,0,2.0
253,0,0.9999999,25,0,0.098757952,3300.0,5,2,0,0,0.0
254,0,0.996224096,53,0,0.37301307,2830.0,8,0,0,0,0.0
255,0,0.107511399,38,0,0.060926841,4250.0,5,0,1,0,0.0
256,0,0.632861999,76,1,0.374736263,10900.0,11,0,2,0,2.0
257,0,0.048843695,46,0,0.095698086,16666.0,12,0,2,0,2.0
258,0,0.474127621,59,0,0.515939301,8500.0,15,0,3,0,0.0
259,0,0.081748316,44,1,2486.0,,9,0,1,0,
260,0,0.014115951,56,0,227.0,,12,0,0,0,1.0
261,0,0.022579188,73,0,0.004868154,2464.0,5,0,0,0,0.0
262,0,0.802993617,42,1,0.524458002,9178.0,9,0,1,0,3.0
263,0,0.063240915,62,0,0.23625731,2564.0,8,0,0,0,0.0
264,0,0.804412165,54,0,1.229454109,3333.0,15,0,0,0,0.0
265,0,0.826790407,80,0,0.447373205,5500.0,9,2,2,0,0.0
266,0,0.013475549,88,0,0.001919386,4167.0,5,0,0,0,0.0
267,0,0.768361726,62,0,1.21415417,3800.0,14,0,1,0,0.0
268,0,0.121637871,64,0,0.351026649,4577.0,7,0,1,0,0.0
269,0,0.949911223,37,0,0.421412301,1755.0,3,0,0,0,2.0
270,0,0.108005897,39,0,1361.5,1.0,6,0,2,0,5.0
271,0,0.018374541,63,0,2029.0,,5,0,1,0,0.0
272,0,0.063459041,56,0,1488.0,,12,0,1,0,0.0
273,0,0.760817187,63,0,0.504013519,7100.0,17,0,1,0,2.0
274,0,0.027043175,47,0,0.00599952,4166.0,2,0,0,0,1.0
275,0,0.30934185,58,0,2902.0,,10,0,1,0,0.0
276,0,0.121054027,67,1,0.076604407,28000.0,7,0,2,0,1.0
277,0,0.1467006,50,0,2227.0,,11,0,1,0,0.0
278,0,0.106972008,41,1,4479.0,,8,0,1,0,0.0
279,0,0.080116357,34,0,0.466048541,3666.0,5,0,1,0,0.0
280,0,0.519278173,30,0,0.436899983,5728.0,6,0,2,0,2.0
281,0,0.143877076,34,0,0.048829264,12000.0,8,0,0,0,0.0
282,0,0.004190092,57,2,0.733193703,14800.0,23,0,4,0,1.0
283,0,0.119694434,39,0,0.041525684,3250.0,13,0,0,0,1.0
284,0,0.035621431,79,0,0.249243189,990.0,7,0,0,0,0.0
285,1,0.019947813,51,0,0.531446855,10000.0,26,0,3,0,3.0
286,0,0.306938612,27,0,0.239904038,2500.0,6,0,0,0,0.0
287,0,0.304969503,37,0,0.408847292,12500.0,12,0,1,0,2.0
288,0,0.343528722,56,0,0.729830272,4300.0,12,0,2,0,0.0
289,0,0.098228353,47,0,0.36505867,2300.0,6,0,1,0,1.0
290,0,0.375789364,42,0,0.437278297,3100.0,20,0,0,0,2.0
291,0,0.037692753,65,0,1946.0,,23,0,2,0,0.0
292,0,0.0,84,0,0.0,3471.0,1,0,0,0,0.0
293,0,0.220940403,69,0,0.292518913,3568.0,5,0,0,0,2.0
294,0,0.05686137,73,1,0.68275154,2921.0,10,0,1,0,0.0
295,0,0.041994401,80,0,10.0,,5,0,0,0,0.0
296,0,0.0,64,1,0.446996466,7923.0,14,0,2,0,2.0
297,0,0.430599451,56,0,0.729476818,2350.0,9,0,1,3,0.0
298,0,0.43582567,34,0,0.019987508,1600.0,6,0,0,0,0.0
299,0,0.126636731,52,2,0.965019351,6717.0,11,0,5,0,3.0
300,0,0.609560994,46,4,0.282960954,14008.0,7,0,1,0,2.0
301,0,0.9999999,39,0,0.095377279,13000.0,8,0,0,0,0.0
302,0,0.9999999,65,0,0.466952344,7700.0,3,0,2,0,0.0
303,0,0.320038855,38,1,0.106928597,8500.0,11,1,0,0,1.0
304,0,0.275127564,48,0,0.193492029,13736.0,9,0,2,0,3.0
305,0,0.026348683,89,0,0.002038043,7359.0,5,0,0,0,0.0
306,0,0.324350567,56,1,4697.0,,9,0,2,0,0.0
307,0,0.99001996,26,0,0.004283966,3267.0,1,0,0,1,0.0
308,0,0.105788423,27,3,0.405952104,4300.0,8,2,0,1,2.0
309,0,0.974762656,66,0,0.544563553,3264.0,9,0,0,0,0.0
310,0,0.021141137,42,0,0.136172765,3333.0,5,0,0,0,0.0
311,0,0.9999999,34,0,1.115169288,3750.0,2,0,1,0,0.0
312,0,0.147877179,31,0,0.15813253,3983.0,12,0,0,0,0.0
313,0,0.14801787,65,0,0.958619001,4083.0,14,0,6,0,0.0
314,0,0.050632329,68,0,0.145054607,6500.0,12,0,1,0,0.0
315,0,0.271145771,30,0,0.173592493,2983.0,3,0,0,0,0.0
316,0,0.341610022,51,0,184.0,,11,0,0,0,0.0
317,0,0.020498975,25,0,0.022732599,8533.0,2,0,0,0,0.0
318,0,0.17379131,40,0,0.096758587,6200.0,2,0,0,0,4.0
319,0,1.051474263,39,0,0.201166181,2400.0,5,0,0,0,2.0
320,0,0.103029542,66,0,0.04605087,3734.0,6,0,0,0,0.0
321,0,0.045159209,33,0,0.648321131,3960.0,11,0,1,0,0.0
322,0,0.005136793,52,0,43.0,,2,0,0,0,0.0
323,0,0.035789865,83,0,0.007800312,5768.0,5,0,0,0,0.0
324,0,0.083755,33,1,0.16517094,4679.0,13,0,0,0,1.0
325,0,0.167629472,27,0,0.784719743,2800.0,11,0,1,0,0.0
326,0,0.013213342,58,0,5.0,,1,0,0,0,2.0
327,1,0.010889665,37,0,0.286315199,3565.0,4,0,1,0,2.0
328,0,0.015254741,40,0,0.278421802,9833.0,12,0,2,0,3.0
329,0,0.097723235,68,0,0.178566801,7716.0,4,0,1,0,2.0
330,0,0.9999999,60,0,1247.0,,3,1,1,0,
331,0,0.017079964,29,0,0.187475332,7600.0,7,0,1,0,0.0
332,0,0.012496876,31,0,1.0,,3,0,0,0,
333,0,0.110392362,57,0,0.219982401,12500.0,16,0,2,0,2.0
334,0,0.014999118,59,2,0.081908345,5847.0,5,0,0,0,0.0
335,0,0.05296346,51,0,0.300713468,11352.0,9,0,1,0,1.0
336,0,0.001599968,81,0,331.0,,4,0,0,1,0.0
337,0,0.048718701,72,0,58.0,,6,0,0,0,0.0
338,0,0.183080522,38,0,0.167468431,3325.0,7,0,0,0,0.0
339,0,0.039119804,84,0,0.009541709,6916.0,12,0,0,0,0.0
340,0,0.236244094,59,0,0.359106297,7384.0,4,0,1,0,0.0
341,0,0.483489081,52,0,0.152712572,7667.0,14,0,0,0,2.0
342,0,0.005164492,46,0,0.323181049,6500.0,10,0,1,0,2.0
343,0,0.521601948,29,0,0.095017526,15975.0,10,0,0,0,0.0
344,0,0.030731285,59,0,0.285385897,17400.0,13,0,1,0,0.0
345,0,0.485558448,51,0,0.09963548,6583.0,5,0,0,0,0.0
346,0,0.9999999,27,0,0.505224898,2200.0,4,0,0,0,0.0
347,0,0.711129725,42,0,0.665943265,6450.0,15,0,2,0,4.0
348,0,0.926147705,22,3,1.577344702,820.0,7,0,1,0,0.0
349,1,0.851005275,62,0,0.40008726,4583.0,7,0,1,0,0.0
350,0,0.0,43,0,8391.0,,21,0,3,0,0.0
351,0,0.337308348,57,1,0.479850047,3200.0,13,0,1,1,2.0
352,0,0.111102881,33,0,45.0,,4,0,0,0,0.0
353,0,0.079877422,81,0,118.0,,4,0,0,0,
354,0,0.011501733,72,0,0.140855051,12700.0,14,0,1,0,1.0
355,0,0.673573938,52,0,0.287384177,7014.0,15,0,1,0,2.0
356,0,0.033368373,42,0,0.155487805,3279.0,7,0,0,0,0.0
357,0,0.0,28,0,0.154295996,2222.0,4,0,0,0,0.0
358,0,0.9742379,27,1,1.515806988,600.0,5,0,0,0,0.0
359,0,0.082922277,53,0,0.254165741,4500.0,10,1,1,0,3.0
360,0,0.042308516,44,0,0.205980519,29361.0,11,0,3,0,2.0
361,0,0.122562402,55,0,2981.0,,13,0,1,0,0.0
362,0,0.794538251,49,0,3443.0,,8,0,1,0,2.0
363,0,0.530377133,42,0,0.240303878,2500.0,5,0,0,0,1.0
364,0,0.121798321,56,0,0.27364694,3953.0,4,0,0,0,1.0
365,0,0.025132914,56,0,0.169360506,11383.0,6,0,1,0,0.0
366,1,0.68303962,64,0,0.678762641,6723.0,6,0,2,0,0.0
367,0,0.0,35,0,0.184774483,8025.0,8,0,2,0,4.0
368,0,0.0,53,0,1505.0,,5,0,1,0,0.0
369,0,0.828020233,29,1,0.095557777,7000.0,6,0,0,1,0.0
370,0,0.583500809,39,3,2.770613521,2558.0,9,0,2,0,0.0
371,0,0.013249172,56,0,4737.0,,5,0,2,0,0.0
372,0,0.040140946,60,0,3775.0,,3,0,2,0,0.0
373,1,0.158116285,53,1,0.608894391,10500.0,18,1,4,0,2.0
374,0,0.017305398,64,0,0.199053313,8027.0,6,0,1,0,0.0
375,0,0.012676344,60,0,3329.0,,15,0,1,0,0.0
376,0,0.108108709,45,0,0.343452488,5566.0,14,0,1,0,0.0
377,0,0.131871703,54,0,0.528157281,3000.0,10,0,1,0,0.0
378,0,0.069446085,60,0,0.368607745,3382.0,4,0,1,0,0.0
379,0,0.177034736,54,0,0.412137995,8666.0,11,0,1,0,2.0
380,0,0.12019399,46,0,0.39783131,15400.0,4,0,2,0,3.0
381,0,0.004538139,49,0,0.24355129,5000.0,9,0,1,0,3.0
